,Unnamed: 0,Round,Pick,Player,Team_x,Overall_Pick_x,Team_y,ESPNID,GP,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,Overall_Pick_y,BLSV,ER,ERA,GS,HLD,IP,K,K/BB,L,SV,W,W%,WHIP,OPS_Weighted,R_Rank,H_Rank,HR_Rank,RBI_Rank,SB_Rank,OPS_Rank,WAR_Rank,BLSV_Rank,ER_Rank,ERA_Rank,GS_Rank,HLD_Rank,IP_Rank,K_Rank,K/BB_Rank,L_Rank,SV_Rank,W_Rank,W%_Rank,WHIP_Rank,OPS_Weighted_Rank,Median_Power_Score,Median_Power_Rank,Median_Pick_Power,Median_Pick_Rank,Mean_Power_Score,Mean_Power_Rank,Mean_Pick_Power,Mean_Pick_Rank,Avg_Rank
157,1,14,2.0,C.J. Cron,SQUEEZE AGS,17.0,,32155.0,113.0,440.0,64.0,120.0,26.0,3.0,23.0,80.0,32.0,6.0,126.0,0.0,0.0,0.273,0.3279999999999999,0.502,0.83,2.5,,,,,,,,,,,,,,,365.2,28.5,17.5,21.0,7.0,786.5,45.0,70.5,,,,,,,,,,,,,,15.0,24.75,15.0,,,150.91666666666666,115.0,,,61.0
158,2,14,3.0,Joey Votto,Midas Well,18.0,,28670.0,91.0,322.0,31.0,66.0,18.0,1.0,11.0,41.0,44.0,10.0,97.0,0.0,0.0,0.205,0.319,0.37,0.6890000000000001,-0.1,,,,,,,,,,,,,,,221.858,189.0,175.5,114.5,119.0,786.5,224.5,1269.5,,,,,,,,,,,,,,141.0,182.25,177.5,,,268.1666666666667,252.0,,,216.0
159,3,14,4.0,Keibert Ruiz,Former 2A Hi...,19.0,,38827.0,94.0,336.0,26.0,82.0,18.0,0.0,6.0,30.0,25.0,5.0,44.0,5.0,1.0,0.244,0.305,0.351,0.6559999999999999,1.2,,,,,,,,,,,,,,,220.416,227.0,130.0,205.5,186.5,106.0,265.5,145.0,,,,,,,,,,,,,,145.0,196.0,198.0,,,186.75,162.0,,,176.0
160,4,14,5.0,Yoán Moncada,Ian Cumsler,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,5,14,6.0,Justin Turner,Rickie Flower,21.0,,29607.0,92.0,334.0,43.0,86.0,24.0,0.0,8.0,58.0,36.0,4.0,64.0,1.0,0.0,0.257,0.331,0.401,0.732,0.9,,,,,,,,,,,,,,,244.488,119.5,111.0,160.0,41.5,254.5,152.0,166.0,,,,,,,,,,,,,,118.0,135.75,125.0,,,139.75,104.0,,,114.5
162,6,14,7.0,Myles Straw,Grand Salami...,22.0,,39105.0,111.0,400.0,56.0,82.0,18.0,2.0,0.0,23.0,43.0,1.0,67.0,15.0,1.0,0.205,0.282,0.26,0.542,1.2,,,,,,,,,,,,,,,216.8,54.5,130.0,827.0,234.5,19.5,369.0,145.0,,,,,,,,,,,,,,151.0,182.25,177.5,,,272.4166666666667,256.0,,,217.0
163,7,14,8.0,Hunter Renfroe,#LagrastaWeek,23.0,,33205.0,81.0,302.0,41.0,73.0,13.0,1.0,20.0,46.0,25.0,3.0,84.0,1.0,1.0,0.242,0.303,0.49,0.7929999999999999,1.8,,,,,,,,,,,,,,,239.486,128.5,154.5,30.5,91.5,254.5,82.5,100.0,,,,,,,,,,,,,,124.0,110.0,99.0,,,123.66666666666667,86.5,,,88.5
164,8,14,9.0,Scott Barlow,The Rosterba...,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,9,14,10.0,Randal Grichuk,Hooked On Kw...,25.0,,31399.0,102.0,366.0,43.0,98.0,18.0,2.0,12.0,58.0,19.0,3.0,96.0,3.0,0.0,0.268,0.308,0.426,0.7340000000000001,0.0,,,,,,,,,,,,,,,268.64400000000006,119.5,68.5,94.5,41.5,152.0,148.0,716.5,,,,,,,,,,,,,,94.0,107.0,98.0,,,104.0,74.0,,,83.0
166,10,14,11.0,Jorge Soler,$LZ to $15 $...,26.0,,32558.0,72.0,270.0,32.0,56.0,13.0,0.0,13.0,34.0,31.0,3.0,90.0,0.0,2.0,0.207,0.295,0.4,0.695,0.4,,,,,,,,,,,,,,,187.65,181.0,209.0,81.5,161.5,786.5,214.5,226.5,,,,,,,,,,,,,,181.0,195.0,196.5,,,272.3333333333333,255.0,,,228.0
167,11,14,12.0,Ty France,¯\_(ツ)_/¯,27.0,,35591.0,99.0,394.0,44.0,113.0,19.0,0.0,14.0,59.0,28.0,17.0,66.0,0.0,0.0,0.287,0.358,0.442,0.8,2.9,,,,,,,,,,,,,,,315.20000000000005,115.5,32.5,73.5,37.0,786.5,73.5,51.0,,,,,,,,,,,,,,40.0,73.5,59.0,,,186.41666666666666,161.0,,,106.5
168,0,15,1.0,Ke'Bryan Hayes,¯\_(ツ)_/¯,18.0,,35020.0,103.0,391.0,44.0,98.0,18.0,3.0,6.0,35.0,39.0,3.0,93.0,13.0,3.0,0.251,0.3229999999999999,0.358,0.6809999999999999,3.3,,,,,,,,,,,,,,,266.271,115.5,68.5,205.5,157.0,27.0,234.0,40.5,,,,,,,,,,,,,,95.0,136.25,127.0,,,134.58333333333334,99.0,,,111.0
169,1,15,2.0,Paul Sewald,¯\_(ツ)_/¯,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2,15,3.0,Michael Brantley,Hooked On Kw...,20.0,,30043.0,64.0,243.0,28.0,70.0,14.0,1.0,5.0,26.0,31.0,1.0,30.0,1.0,1.0,0.288,0.37,0.416,0.785,1.3,,,,,,,,,,,,,,,190.755,213.5,159.0,231.5,206.5,254.5,93.0,136.5,,,,,,,,,,,,,,178.0,210.0,207.5,,,193.0,175.5,,,189.0
171,3,15,4.0,Adolis García,The Rosterba...,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,15,5.0,Shane Baz,#LagrastaWeek,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,5,15,6.0,Joe Ryan,Grand Salami...,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,6,15,7.0,Eduardo Rodriguez,Rickie Flower,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,7,15,8.0,Yuli Gurriel,Ian Cumsler,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8,15,9.0,Adam Duvall,Former 2A Hi...,26.0,,32664.0,86.0,287.0,39.0,61.0,16.0,1.0,12.0,36.0,21.0,5.0,101.0,0.0,2.0,0.213,0.276,0.401,0.677,-0.2,,,,,,,,,,,,,,,194.299,144.0,189.0,94.5,151.0,786.5,239.0,1244.5,,,,,,,,,,,,,,173.0,170.0,163.5,,,267.3333333333333,251.0,,,208.0
177,9,15,10.0,Adam Wainwright,Midas Well,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,10,15,11.0,Josh Donaldson,SQUEEZE AGS,28.0,,29563.0,96.0,346.0,39.0,77.0,23.0,0.0,11.0,43.0,38.0,5.0,110.0,2.0,2.0,0.223,0.305,0.384,0.69,2.3,,,,,,,,,,,,,,,238.74,144.0,144.0,114.5,105.5,191.0,222.5,81.0,,,,,,,,,,,,,,126.0,144.0,138.0,,,153.58333333333334,121.0,,,127.0
179,11,15,12.0,Mitch Garver,Dookie Butts,29.0,,33667.0,54.0,188.0,23.0,39.0,7.0,0.0,10.0,24.0,23.0,2.0,53.0,1.0,1.0,0.207,0.298,0.4039999999999999,0.7020000000000001,0.4,,,,,,,,,,,,,,,131.976,246.0,268.0,131.0,224.0,254.5,203.5,226.5,,,,,,,,,,,,,,243.0,235.0,242.0,,,221.16666666666666,206.0,,,224.0
180,0,16,1.0,Ryan McMahon,Dookie Butts,20.0,,33247.0,111.0,381.0,47.0,94.0,18.0,3.0,12.0,54.0,51.0,4.0,112.0,7.0,2.0,0.247,0.34,0.4039999999999999,0.7440000000000001,2.8,,,,,,,,,,,,,,,283.46400000000006,105.0,84.5,94.5,61.5,70.0,134.0,53.5,,,,,,,,,,,,,,73.0,89.5,81.0,,,91.58333333333333,57.0,,,67.5
181,1,16,2.0,Luis Garcia,SQUEEZE AGS,21.0,,40459.0,60.0,228.0,18.0,66.0,13.0,2.0,4.0,25.0,4.0,1.0,48.0,1.0,4.0,0.289,0.301,0.417,0.718,-0.5,,,,,,,,,,,,,,,163.704,273.0,175.5,258.0,214.5,254.5,174.0,1190.5,,,,,,,,,,,,,,203.0,234.5,240.0,,,224.91666666666666,210.0,,,225.5
182,2,16,3.0,Christian Vázquez,Midas Well,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,3,16,4.0,José Urquidy,Former 2A Hi...,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,4,16,5.0,Nathaniel Lowe,Ian Cumsler,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,5,16,6.0,Alex Verdugo,Rickie Flower,25.0,,33786.0,110.0,422.0,47.0,116.0,29.0,0.0,7.0,55.0,27.0,3.0,52.0,1.0,1.0,0.275,0.32,0.3929999999999999,0.7140000000000001,0.2,,,,,,,,,,,,,,,301.30800000000005,105.0,26.0,182.0,57.0,254.5,179.5,255.0,,,,,,,,,,,,,,53.0,142.25,135.0,,,134.0,98.0,,,117.0
186,6,16,7.0,Austin Hays,Grand Salami...,26.0,,36928.0,104.0,392.0,53.0,100.0,25.0,1.0,13.0,49.0,24.0,9.0,84.0,2.0,3.0,0.255,0.311,0.423,0.735,2.0,,,,,,,,,,,,,,,288.12,66.0,62.5,81.5,74.0,191.0,144.0,90.0,,,,,,,,,,,,,,70.0,77.75,64.5,,,103.16666666666667,73.0,,,66.0
187,7,16,8.0,Jack Flaherty,#LagrastaWeek,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,8,16,9.0,Eddie Rosario,The Rosterba...,28.0,,31944.0,48.0,151.0,16.0,28.0,7.0,1.0,4.0,18.0,11.0,0.0,39.0,3.0,0.0,0.185,0.238,0.325,0.562,-1.5,,,,,,,,,,,,,,,84.86200000000001,286.0,304.5,258.0,271.0,152.0,353.0,1144.0,,,,,,,,,,,,,,297.0,278.5,281.5,,,270.75,254.0,,,267.0
189,9,16,10.0,Adley Rutschman,Hooked On Kw...,29.0,,42178.0,69.0,240.0,43.0,60.0,23.0,1.0,7.0,23.0,38.0,4.0,51.0,2.0,0.0,0.25,0.358,0.442,0.8,3.0,,,,,,,,,,,,,,,192.0,119.5,192.0,182.0,234.5,191.0,73.5,47.5,,,,,,,,,,,,,,176.0,186.5,187.0,,,165.41666666666666,136.0,,,160.0
190,10,16,11.0,Avisaíl García,$LZ to $15 $...,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,11,16,12.0,Gleyber Torres,¯\_(ツ)_/¯,31.0,,33804.0,105.0,385.0,51.0,95.0,21.0,1.0,16.0,47.0,26.0,3.0,88.0,5.0,4.0,0.247,0.298,0.431,0.7290000000000001,2.5,,,,,,,,,,,,,,,280.665,75.5,79.5,54.0,85.0,106.0,156.0,70.5,,,,,,,,,,,,,,74.0,82.25,69.0,,,92.66666666666667,62.0,,,62.5
192,0,17,1.0,Spencer Torkelson,¯\_(ツ)_/¯,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1,17,2.0,Lucas Sims,$LZ to $15 $...,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2,17,3.0,Jonathan Schoop,Hooked On Kw...,24.0,,31988.0,112.0,417.0,40.0,85.0,19.0,1.0,9.0,33.0,15.0,4.0,98.0,5.0,0.0,0.204,0.237,0.319,0.556,0.1,,,,,,,,,,,,,,,231.85200000000003,136.0,115.0,143.5,167.0,106.0,359.0,276.0,,,,,,,,,,,,,,133.0,139.75,132.0,,,171.08333333333334,139.0,,,137.0
195,3,17,4.0,Ranger Suárez,The Rosterba...,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,4,17,5.0,Matt Barnes,#LagrastaWeek,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,5,17,6.0,Tanner Houck,Grand Salami...,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,6,17,7.0,Eugenio Suárez,Rickie Flower,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,7,17,8.0,Diego Castillo,Ian Cumsler,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,8,17,9.0,Logan Gilbert,Hooked On Kw...,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,9,17,10.0,Chris Flexen,Midas Well,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10,17,11.0,Robbie Grossman,SQUEEZE AGS,32.0,,31385.0,83.0,273.0,24.0,56.0,13.0,1.0,2.0,23.0,38.0,6.0,90.0,3.0,1.0,0.205,0.313,0.282,0.595,0.1,,,,,,,,,,,,,,,162.435,240.5,209.0,318.0,234.5,152.0,331.0,276.0,,,,,,,,,,,,,,206.0,237.5,246.0,,,247.5,234.5,,,241.0
203,11,17,12.0,AJ Pollock,Dookie Butts,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0,18,1.0,Stephen Strasburg,Dookie Butts,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1,18,2.0,Trevor Bauer,SQUEEZE AGS,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2,18,3.0,Tyler Matzek,Midas Well,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,3,18,4.0,Noah Syndergaard,Former 2A Hi...,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4,18,5.0,Jo Adell,Ian Cumsler,28.0,,40854.0,52.0,163.0,13.0,37.0,9.0,0.0,4.0,15.0,9.0,2.0,62.0,3.0,2.0,0.2269999999999999,0.276,0.356,0.632,-0.7,,,,,,,,,,,,,,,103.016,311.0,274.5,258.0,291.5,152.0,296.0,1167.5,,,,,,,,,,,,,,277.0,283.0,290.5,,,263.8333333333333,250.0,,,271.0
209,5,18,6.0,Andrew Benintendi,Rickie Flower,29.0,,34986.0,93.0,347.0,40.0,111.0,14.0,2.0,3.0,39.0,39.0,1.0,52.0,4.0,2.0,0.32,0.387,0.3979999999999999,0.785,2.4,,,,,,,,,,,,,,,272.39500000000004,136.0,37.5,287.0,131.0,127.0,93.0,76.5,,,,,,,,,,,,,,90.0,129.0,122.0,,,135.25,100.0,,,109.5
210,6,18,7.0,Alex Kirilloff,Grand Salami...,30.0,,40636.0,45.0,144.0,14.0,36.0,7.0,0.0,3.0,21.0,5.0,4.0,36.0,0.0,0.0,0.25,0.29,0.361,0.6509999999999999,-0.2,,,,,,,,,,,,,,,93.744,305.0,279.0,287.0,249.0,786.5,274.0,1244.5,,,,,,,,,,,,,,284.0,283.0,290.5,,,363.4166666666667,332.0,,,316.0
211,7,18,8.0,Tyler Stephenson,#LagrastaWeek,31.0,,34975.0,50.0,166.0,24.0,53.0,9.0,0.0,6.0,35.0,12.0,3.0,47.0,1.0,0.0,0.319,0.372,0.482,0.8540000000000001,1.4,,,,,,,,,,,,,,,141.764,240.5,220.0,205.5,157.0,254.5,35.0,125.0,,,,,,,,,,,,,,229.0,212.75,212.0,,,185.41666666666666,160.0,,,185.0
212,8,18,9.0,Lou Trivino,The Rosterba...,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,9,18,10.0,Jake McGee,Hooked On Kw...,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10,18,11.0,Michael Conforto,$LZ to $15 $...,34.0,,33711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,860.0,865.0,827.0,853.5,786.5,863.5,716.5,,,,,,,,,,,,,,863.5,856.75,865.0,,,842.5833333333334,864.0,,,864.0
215,11,18,12.0,Will Smith,¯\_(ツ)_/¯,35.0,,38309.0,99.0,361.0,50.0,98.0,20.0,1.0,17.0,65.0,44.0,7.0,64.0,1.0,0.0,0.271,0.358,0.474,0.8320000000000001,3.3,,,,,,,,,,,,,,,300.35200000000003,84.5,68.5,43.5,24.0,254.5,43.5,40.5,,,,,,,,,,,,,,55.0,56.0,37.0,,,86.41666666666667,51.0,,,40.5
216,0,19,1.0,Jonathan Villar,¯\_(ツ)_/¯,26.0,,31973.0,46.0,153.0,19.0,34.0,6.0,2.0,2.0,15.0,11.0,0.0,42.0,6.0,0.0,0.222,0.271,0.327,0.598,-0.8,,,,,,,,,,,,,,,91.494,270.0,286.0,318.0,291.5,88.5,328.0,1159.0,,,,,,,,,,,,,,287.0,288.75,294.0,,,263.6666666666667,249.0,,,273.0
217,1,19,2.0,Andrew Kittredge,$LZ to $15 $...,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2,19,3.0,Joe Barlow,Hooked On Kw...,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3,19,4.0,Brendan Rodgers,The Rosterba...,29.0,,35073.0,105.0,414.0,59.0,118.0,25.0,2.0,11.0,56.0,33.0,2.0,75.0,0.0,0.0,0.285,0.337,0.435,0.772,3.5,,,,,,,,,,,,,,,319.608,44.5,22.5,114.5,52.0,786.5,104.0,30.5,,,,,,,,,,,,,,37.0,78.0,66.0,,,187.33333333333334,163.0,,,114.5
220,4,19,5.0,Eduardo Escobar,#LagrastaWeek,30.0,,30272.0,102.0,375.0,41.0,81.0,21.0,3.0,12.0,44.0,28.0,1.0,101.0,0.0,2.0,0.216,0.2689999999999999,0.384,0.653,-0.3,,,,,,,,,,,,,,,244.875,128.5,135.0,94.5,101.0,786.5,270.5,1223.5,,,,,,,,,,,,,,117.0,131.75,123.0,,,252.66666666666666,239.0,,,180.5
221,5,19,6.0,Oneil Cruz,Grand Salami...,31.0,,39712.0,47.0,174.0,22.0,34.0,6.0,1.0,9.0,29.0,11.0,0.0,69.0,6.0,4.0,0.195,0.242,0.397,0.638,0.8,,,,,,,,,,,,,,,111.012,252.5,286.0,143.5,194.0,88.5,289.0,175.0,,,,,,,,,,,,,,271.0,223.25,225.0,,,208.91666666666666,196.0,,,213.0
222,6,19,7.0,Gregory Soto,Rickie Flower,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,7,19,8.0,Anthony Bender,Ian Cumsler,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,8,19,9.0,Miguel Sanó,$LZ to $15 $...,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,9,19,10.0,Ian Happ,Midas Well,35.0,,34945.0,112.0,406.0,50.0,114.0,30.0,2.0,12.0,54.0,46.0,5.0,108.0,6.0,3.0,0.281,0.359,0.4529999999999999,0.812,3.5,,,,,,,,,,,,,,,329.672,84.5,29.0,94.5,61.5,88.5,59.0,30.5,,,,,,,,,,,,,,29.0,73.0,58.0,,,69.5,36.0,,,42.0
226,10,19,11.0,Tommy Pham,SQUEEZE AGS,36.0,,31208.0,91.0,340.0,57.0,81.0,11.0,1.0,11.0,39.0,42.0,1.0,100.0,7.0,2.0,0.238,0.32,0.374,0.6940000000000001,0.5,,,,,,,,,,,,,,,235.96,52.0,135.0,114.5,131.0,70.0,218.0,213.5,,,,,,,,,,,,,,129.0,122.75,114.5,,,120.08333333333333,83.0,,,99.0
227,11,19,12.0,Grayson Rodriguez,Dookie Butts,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0,20,1.0,Kendall Graveman,Dookie Butts,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1,20,2.0,Cristian Javier,Hooked On Kw...,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2,20,3.0,Daniel Hudson,Midas Well,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,3,20,4.0,Luis Urías,The Rosterba...,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,4,20,5.0,Riley Greene,Ian Cumsler,32.0,,42179.0,53.0,221.0,27.0,51.0,10.0,2.0,3.0,23.0,17.0,1.0,73.0,1.0,4.0,0.231,0.288,0.335,0.622,0.2,,,,,,,,,,,,,,,137.462,221.5,226.5,287.0,234.5,254.5,305.5,255.0,,,,,,,,,,,,,,234.0,244.5,252.0,,,254.91666666666666,241.0,,,247.0
233,5,20,6.0,Jean Segura,Rickie Flower,33.0,,31037.0,54.0,203.0,27.0,58.0,5.0,0.0,7.0,20.0,12.0,2.0,32.0,10.0,1.0,0.286,0.332,0.414,0.746,1.4,,,,,,,,,,,,,,,151.438,221.5,201.0,182.0,257.5,43.0,130.5,125.0,,,,,,,,,,,,,,217.0,191.5,193.0,,,172.58333333333334,143.0,,,166.0
234,6,20,7.0,Patrick Sandoval,Grand Salami...,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,7,20,8.0,Nick Lodolo,#LagrastaWeek,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,8,20,9.0,Sean Murphy,The Rosterba...,36.0,,33557.0,106.0,382.0,48.0,94.0,26.0,1.0,14.0,49.0,37.0,9.0,90.0,1.0,0.0,0.246,0.324,0.429,0.753,2.5,,,,,,,,,,,,,,,287.646,100.5,84.5,73.5,74.0,254.5,123.5,70.5,,,,,,,,,,,,,,71.0,92.5,83.0,,,118.41666666666667,82.0,,,78.0
237,9,20,10.0,Luis Severino,Rickie Flower,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,10,20,11.0,Zac Gallen,$LZ to $15 $...,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11,20,12.0,Chad Green,¯\_(ツ)_/¯,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0,21,1.0,Héctor Neris,¯\_(ツ)_/¯,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1,21,2.0,Brandon Belt,$LZ to $15 $...,31.0,,30901.0,74.0,239.0,25.0,54.0,9.0,1.0,8.0,23.0,37.0,6.0,76.0,1.0,0.0,0.226,0.3429999999999999,0.372,0.715,0.6,,,,,,,,,,,,,,,170.885,233.5,216.0,160.0,234.5,254.5,177.0,199.5,,,,,,,,,,,,,,195.0,224.75,227.0,,,212.58333333333334,199.0,,,214.0
242,2,21,3.0,Gary Sánchez,Hooked On Kw...,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,3,21,4.0,Dylan Floro,The Rosterba...,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,4,21,5.0,Akil Baddoo,#LagrastaWeek,34.0,,40634.0,41.0,113.0,10.0,21.0,1.0,0.0,1.0,5.0,10.0,0.0,35.0,2.0,3.0,0.186,0.252,0.221,0.473,-0.2,,,,,,,,,,,,,,,53.449,330.5,331.5,353.0,359.5,191.0,403.0,1244.5,,,,,,,,,,,,,,341.0,342.25,344.0,,,328.0833333333333,309.0,,,326.0
245,5,21,6.0,Mark Canha,Grand Salami...,35.0,,31670.0,98.0,318.0,49.0,84.0,12.0,0.0,7.0,39.0,38.0,14.0,69.0,2.0,1.0,0.264,0.366,0.368,0.7340000000000001,1.4,,,,,,,,,,,,,,,233.41200000000003,94.5,119.5,182.0,131.0,191.0,148.0,125.0,,,,,,,,,,,,,,131.0,139.5,131.0,,,144.33333333333334,107.0,,,118.5
246,6,21,7.0,Luke Voit,Rickie Flower,36.0,,35201.0,82.0,298.0,38.0,67.0,18.0,0.0,13.0,48.0,39.0,3.0,110.0,1.0,1.0,0.225,0.317,0.416,0.733,0.6,,,,,,,,,,,,,,,218.434,150.0,171.0,81.5,81.0,254.5,150.0,199.5,,,,,,,,,,,,,,149.0,150.0,147.0,,,148.0,113.0,,,128.5
247,7,21,8.0,Josh Staumont,Ian Cumsler,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,8,21,9.0,Charlie Blackmon,¯\_(ツ)_/¯,38.0,,31084.0,105.0,420.0,55.0,110.0,18.0,4.0,16.0,66.0,26.0,6.0,80.0,3.0,1.0,0.262,0.312,0.4379999999999999,0.75,0.4,,,,,,,,,,,,,,,315.0,58.5,40.0,54.0,22.0,152.0,126.0,226.5,,,,,,,,,,,,,,41.0,56.25,38.0,,,75.41666666666667,42.0,,,37.0
