,Team,Player,ESPNID,GP,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,Overall_Pick,BLSV,ER,ERA,GS,HLD,IP,K,K/BB,L,SV,W,W%,WHIP,OPS_Weighted
162,Dookie Butts,Byron Buxton,32655.0,27.0,103.0,21.0,38.0,11.0,0.0,10.0,19.0,4.0,3.0,25.0,5.0,0.0,0.369,0.409,0.767,1.176,2.9,104.0,,,,,,,,,,,,,,121.128
163,,Marlon Byrd,5033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
164,,Asdrubal Cabrera,28671.0,76.0,233.0,30.0,57.0,17.0,0.0,6.0,37.0,33.0,2.0,57.0,1.0,0.0,0.245,0.339,0.395,0.734,1.0,,,,,,,,,,,,,,,171.022
165,,Everth Cabrera,30155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
166,,Melky Cabrera,6347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
167,OGsecondHand,Miguel Cabrera,5544.0,88.0,322.0,37.0,80.0,9.0,0.0,11.0,49.0,28.0,3.0,85.0,0.0,0.0,0.248,0.309,0.379,0.688,-0.3,182.0,,,,,,,,,,,,,,221.53599999999997
168,,Orlando Cabrera,3739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
169,Kershaw?2,Lorenzo Cain,29416.0,42.0,144.0,24.0,37.0,5.0,0.0,4.0,18.0,15.0,2.0,27.0,7.0,1.0,0.257,0.333,0.375,0.708,0.6,219.0,,,,,,,,,,,,,,101.952
170,,Kole Calhoun,31413.0,34.0,126.0,11.0,31.0,6.0,0.0,3.0,10.0,9.0,0.0,29.0,1.0,0.0,0.246,0.296,0.365,0.661,0.2,,,,,,,,,,,,,,,83.286
171,,Willie Calhoun,35238.0,59.0,205.0,23.0,52.0,8.0,2.0,5.0,19.0,19.0,2.0,27.0,0.0,2.0,0.254,0.323,0.385,0.708,0.1,,,,,,,,,,,,,,,145.14
172,,Alberto Callaspo,28541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
173,,Johan Camargo,33741.0,15.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.111,0.0,0.111,-0.4,,,,,,,,,,,,,,,1.776
174,,Daz Cameron,34964.0,18.0,58.0,10.0,12.0,2.0,0.0,3.0,9.0,5.0,0.0,19.0,4.0,0.0,0.207,0.27,0.397,0.666,0.2,,,,,,,,,,,,,,,38.628
175,,Mike Cameron,3331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
176,,Tony Campana,30846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
177,,Eric Campbell,31171.0,4.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.273,0.333,0.273,0.606,0.0,,,,,,,,,,,,,,,6.6659999999999995
178,,Luis Campusano,40521.0,11.0,34.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,11.0,0.0,0.0,0.088,0.184,0.088,0.272,-0.5,,,,,,,,,,,,,,,9.248000000000001
179,,Jeimer Candelario,32531.0,104.0,386.0,50.0,107.0,30.0,1.0,7.0,39.0,50.0,2.0,96.0,0.0,0.0,0.277,0.363,0.415,0.778,2.4,,,,,,,,,,,,,,,300.308
180,Moniebol,Mark Canha,31670.0,94.0,343.0,67.0,86.0,17.0,4.0,11.0,37.0,53.0,20.0,82.0,10.0,2.0,0.251,0.381,0.42,0.801,2.9,179.0,,,,,,,,,,,,,,274.743
181,,Robinson Cano,6204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
182,,Jorge Cantu,6033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
183,,Russ Canzler,30238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
184,,Victor Caratini,33229.0,88.0,237.0,24.0,54.0,7.0,0.0,6.0,33.0,30.0,3.0,66.0,2.0,0.0,0.228,0.318,0.333,0.651,-0.1,,,,,,,,,,,,,,,154.287
185,,Adrian Cardenas,30154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
186,,Stephen Cardullo,35747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
187,Midas Well,Dylan Carlson,39226.0,111.0,411.0,59.0,107.0,24.0,3.0,12.0,46.0,45.0,8.0,112.0,1.0,0.0,0.26,0.34,0.421,0.761,1.4,118.0,,,,,,,,,,,,,,312.771
188,,Matt Carpenter,31015.0,95.0,161.0,15.0,32.0,9.0,1.0,3.0,21.0,26.0,6.0,61.0,2.0,0.0,0.199,0.33,0.323,0.653,-0.5,,,,,,,,,,,,,,,105.13300000000001
189,,Mike Carp,29660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
190,,Ezequiel Carrera,29008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
191,,Jamey Carroll,5349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
192,,Chris Carter,29486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
193,,Curt Casali,32049.0,53.0,142.0,15.0,32.0,9.0,1.0,5.0,21.0,20.0,2.0,44.0,0.0,0.0,0.225,0.329,0.408,0.738,0.8,,,,,,,,,,,,,,,104.79599999999999
194,,Alexi Casilla,28575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
195,,Alex Castellanos,31372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
196,Moniebol,Nick Castellanos,31187.0,93.0,360.0,62.0,115.0,30.0,1.0,19.0,62.0,29.0,3.0,89.0,2.0,1.0,0.319,0.373,0.567,0.94,2.3,38.0,,,,,,,,,,,,,,338.4
197,,Rusney Castillo,33630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
198,,Welington Castillo,29564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
199,,Harold Castro,32521.0,67.0,205.0,22.0,58.0,5.0,0.0,1.0,23.0,13.0,0.0,51.0,0.0,1.0,0.283,0.321,0.322,0.643,-0.7,,,,,,,,,,,,,,,131.815
200,,Jason Castro,30178.0,46.0,108.0,14.0,20.0,5.0,0.0,3.0,10.0,20.0,2.0,43.0,0.0,0.0,0.185,0.323,0.315,0.638,0.4,,,,,,,,,,,,,,,68.904
201,,Starlin Castro,30450.0,87.0,315.0,25.0,89.0,20.0,0.0,3.0,38.0,26.0,0.0,62.0,0.0,1.0,0.283,0.333,0.375,0.708,1.0,,,,,,,,,,,,,,,223.01999999999998
202,,Willi Castro,34230.0,89.0,304.0,41.0,64.0,11.0,4.0,7.0,31.0,19.0,6.0,85.0,4.0,1.0,0.211,0.268,0.342,0.61,-0.7,,,,,,,,,,,,,,,185.44
203,,Jake Cave,33417.0,44.0,105.0,10.0,19.0,5.0,1.0,1.0,2.0,8.0,3.0,40.0,1.0,0.0,0.181,0.259,0.276,0.535,-0.4,,,,,,,,,,,,,,,56.175000000000004
204,,Garin Cecchini,32124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
205,,Gavin Cecchini,32798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
206,,Ronny Cedeno,6254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
207,,Juan Centeno,31443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
208,,Francisco Cervelli,29273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
209,,Yoenis Cespedes,32080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
210,,Adron Chambers,30811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
211,,Yu-Cheng Chang,33876.0,55.0,130.0,15.0,24.0,7.0,1.0,2.0,16.0,6.0,0.0,39.0,1.0,0.0,0.185,0.219,0.3,0.519,-0.5,,,,,,,,,,,,,,,67.47
212,Ian Cumsler,Matt Chapman,33857.0,109.0,390.0,51.0,83.0,12.0,3.0,14.0,50.0,49.0,3.0,146.0,3.0,0.0,0.213,0.3,0.367,0.667,1.8,50.0,,,,,,,,,,,,,,260.13
213,,Endy Chavez,4727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
214,,Eric Chavez,3953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
215,,Michael Chavis,33823.0,31.0,79.0,12.0,15.0,4.0,1.0,2.0,6.0,1.0,1.0,32.0,1.0,1.0,0.19,0.207,0.342,0.549,-0.3,,,,,,,,,,,,,,,43.371
216,,Robinson Chirinos,30445.0,21.0,33.0,4.0,7.0,1.0,0.0,3.0,4.0,5.0,0.0,12.0,0.0,0.0,0.212,0.316,0.515,0.831,0.1,,,,,,,,,,,,,,,27.423
217,,Lonnie Chisenhall,30523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
218,,Jazz Chisholm,41433.0,78.0,294.0,41.0,74.0,10.0,3.0,11.0,36.0,24.0,3.0,95.0,11.0,7.0,0.252,0.313,0.418,0.731,1.2,,,,,,,,,,,,,,,214.914
219,,Michael Choice,31959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
220,,Ji-Man Choi,31779.0,57.0,177.0,25.0,43.0,9.0,0.0,8.0,33.0,31.0,2.0,61.0,0.0,0.0,0.243,0.362,0.429,0.791,0.7,,,,,,,,,,,,,,,140.007
221,Moniebol,Shin-Soo Choo,6205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,,,,,,,,,,,,,,0.0
222,,Pedro Ciriaco,30084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
223,,Nick Ciuffo,33187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
224,,Jeff Clement,28647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
225,,Steve Clevenger,30135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
226,,Jason Coats,33949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
227,,Chris Coghlan,29772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
228,,Chris Colabello,32678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
229,,Dusty Coleman,31307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
230,,Tyler Collins,32136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
231,,Zack Collins,36195.0,62.0,157.0,20.0,31.0,10.0,0.0,4.0,23.0,26.0,1.0,58.0,1.0,1.0,0.197,0.315,0.338,0.653,-0.5,,,,,,,,,,,,,,,102.521
232,,Christian Colon,31116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
233,,Tyler Colvin,28999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
234,Yelich My Balls,Michael Conforto,33711.0,76.0,239.0,24.0,48.0,12.0,0.0,7.0,25.0,39.0,8.0,64.0,0.0,0.0,0.201,0.331,0.339,0.67,0.6,25.0,,,,,,,,,,,,,,160.13
235,,Hank Conger,29316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
236,,Jose Constanza,29367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
237,Kershaw?2,Willson Contreras,32532.0,102.0,342.0,48.0,78.0,15.0,0.0,17.0,40.0,43.0,13.0,114.0,4.0,4.0,0.228,0.335,0.421,0.756,3.4,99.0,,,,,,,,,,,,,,258.552
238,,William Contreras,39895.0,44.0,142.0,16.0,29.0,3.0,1.0,7.0,21.0,13.0,2.0,50.0,0.0,0.0,0.204,0.278,0.387,0.666,-0.3,,,,,,,,,,,,,,,94.572
239,,David Cooper,30204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
240,,Garrett Cooper,33398.0,71.0,215.0,30.0,61.0,10.0,1.0,9.0,33.0,30.0,4.0,68.0,1.0,1.0,0.284,0.38,0.465,0.845,1.2,,,,,,,,,,,,,,,181.67499999999998
241,,Franchy Cordero,33340.0,43.0,118.0,12.0,23.0,6.0,0.0,1.0,9.0,8.0,0.0,46.0,1.0,1.0,0.195,0.246,0.271,0.517,-0.4,,,,,,,,,,,,,,,61.006
242,,Ryan Cordell,34689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
243,,Allen Cordoba,36085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
244,,Carlos Corporan,29412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
245,,Carlos Correa,32653.0,102.0,380.0,72.0,102.0,25.0,0.0,18.0,60.0,55.0,3.0,86.0,0.0,0.0,0.268,0.363,0.476,0.839,4.7,,,,,,,,,,,,,,,318.82
246,,Mike Costanzo,29020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
247,,Kaleb Cowart,31648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
248,,Collin Cowgill,30485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
249,,Zack Cozart,30466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
250,,Dylan Cozens,33749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
251,,Allen Craig,30399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
252,,Brandon Crawford,30469.0,92.0,316.0,55.0,92.0,19.0,1.0,18.0,66.0,35.0,2.0,74.0,9.0,0.0,0.291,0.36,0.528,0.889,4.1,,,,,,,,,,,,,,,280.924
253,,Carl Crawford,5035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
254,,J.P. Crawford,33210.0,111.0,416.0,57.0,113.0,24.0,0.0,5.0,35.0,38.0,2.0,77.0,3.0,4.0,0.272,0.334,0.365,0.699,2.5,,,,,,,,,,,,,,,290.784
255,,Coco Crisp,5299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
256,OGsecondHand,C.J. Cron,32155.0,93.0,296.0,48.0,76.0,14.0,1.0,18.0,59.0,42.0,10.0,75.0,1.0,0.0,0.257,0.366,0.493,0.859,1.9,121.0,,,,,,,,,,,,,,254.264
257,Kershaw?2,Jake Cronenworth,36364.0,111.0,418.0,75.0,115.0,25.0,5.0,16.0,53.0,39.0,8.0,67.0,4.0,2.0,0.275,0.348,0.474,0.821,4.3,166.0,,,,,,,,,,,,,,343.178
258,,Kevin Cron,34090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
259,,Trevor Crowe,28642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
260,OGsecondHand,Nelson Cruz,6242.0,85.0,296.0,44.0,87.0,13.0,1.0,19.0,50.0,35.0,5.0,63.0,3.0,0.0,0.294,0.37,0.537,0.907,2.2,22.0,,,,,,,,,,,,,,268.472
261,,Tony Cruz,30936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
262,,Michael Cuddyer,4604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
263,,Noel Cuevas,32433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
264,,Charlie Culberson,29955.0,69.0,194.0,17.0,45.0,11.0,2.0,3.0,17.0,14.0,1.0,53.0,5.0,0.0,0.232,0.286,0.356,0.641,0.8,,,,,,,,,,,,,,,124.354
265,,Todd Cunningham,31227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
266,,Jack Cust,4609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
267,,Cheslor Cuthbert,31682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
268,,David Dahl,32698.0,63.0,205.0,19.0,43.0,11.0,0.0,4.0,18.0,10.0,1.0,59.0,2.0,1.0,0.21,0.247,0.322,0.569,-0.6,,,,,,,,,,,,,,,116.645
269,Yelich My Balls,Bobby Dalbec,39382.0,92.0,294.0,27.0,64.0,12.0,3.0,11.0,41.0,15.0,4.0,119.0,1.0,0.0,0.218,0.264,0.391,0.655,-1.2,240.0,,,,,,,,,,,,,,192.57000000000002
270,,Johnny Damon,3323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
271,,Jordan Danks,30449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
272,,Chase d'Arnaud,30676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
273,OGsecondHand,Travis D'Arnaud,29951.0,23.0,82.0,5.0,18.0,4.0,0.0,2.0,11.0,4.0,0.0,20.0,0.0,0.0,0.22,0.253,0.341,0.594,-0.1,112.0,,,,,,,,,,,,,,48.708
274,,James Darnell,30552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
275,,Matt Davidson,31145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
276,,Chris Davis,29170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
277,,Jaylin Davis,41627.0,5.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111,0.111,0.222,0.333,0.1,,,,,,,,,,,,,,,2.9970000000000003
278,,J.D. Davis,33796.0,37.0,98.0,12.0,28.0,6.0,0.0,4.0,12.0,14.0,4.0,38.0,0.0,0.0,0.286,0.397,0.469,0.866,0.7,,,,,,,,,,,,,,,84.868
279,,Jonathan Davis,38161.0,52.0,70.0,16.0,10.0,1.0,0.0,1.0,4.0,11.0,3.0,21.0,4.0,1.0,0.143,0.282,0.2,0.482,-0.2,,,,,,,,,,,,,,,33.74
280,,Khris Davis,31478.0,22.0,51.0,8.0,8.0,1.0,1.0,2.0,5.0,8.0,0.0,16.0,0.0,0.0,0.157,0.262,0.333,0.596,-0.2,,,,,,,,,,,,,,,30.395999999999997
281,,Rajai Davis,28545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
282,,Yonathan Daza,34086.0,86.0,255.0,23.0,75.0,11.0,2.0,2.0,29.0,18.0,2.0,49.0,2.0,1.0,0.294,0.344,0.376,0.721,0.6,,,,,,,,,,,,,,,183.855
283,,Austin Dean,33532.0,18.0,27.0,4.0,6.0,2.0,0.0,1.0,7.0,5.0,0.0,9.0,0.0,0.0,0.222,0.324,0.407,0.731,0.0,,,,,,,,,,,,,,,19.737
284,,Alejandro De Aza,28728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
285,,Jaff Decker,31259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
286,,David DeJesus,5799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
287,,Ivan De Jesus,30020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
288,,Paul DeJong,35185.0,81.0,271.0,37.0,54.0,6.0,0.0,15.0,35.0,28.0,7.0,77.0,3.0,0.0,0.199,0.291,0.387,0.678,1.3,,,,,,,,,,,,,,,183.738
289,,Nick Delmonico,32121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
