,Team,Player,ESPNID,GP,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,Overall_Pick,BLSV,ER,ERA,GS,HLD,IP,K,K/BB,L,SV,W,W%,WHIP,OPS_Weighted
673,,Jose Lobaton,29710.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.154,0.0,0.154,-0.3,,,,,,,,,,,,,,,1.694
674,,Tim Locastro,35779.0,55.0,118.0,11.0,21.0,2.0,0.0,1.0,5.0,6.0,9.0,26.0,5.0,3.0,0.178,0.271,0.22,0.491,-0.8,,,,,,,,,,,,,,,57.938
675,,Steve Lombardozzi,31996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
676,,James Loney,6497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
677,,Evan Longoria,28639.0,50.0,161.0,28.0,45.0,11.0,0.0,9.0,30.0,25.0,0.0,42.0,1.0,1.0,0.28,0.376,0.516,0.892,1.6,,,,,,,,,,,,,,,143.612
678,,Shed Long,38859.0,34.0,111.0,13.0,22.0,4.0,1.0,4.0,17.0,9.0,0.0,39.0,1.0,0.0,0.198,0.258,0.36,0.619,-0.4,,,,,,,,,,,,,,,68.709
679,,Tim Lopes,33905.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.125,0.222,0.125,0.347,-0.1,,,,,,,,,,,,,,,2.776
680,,Felipe Lopez,4254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
681,,Nicky Lopez,38106.0,100.0,297.0,44.0,83.0,12.0,5.0,0.0,26.0,32.0,2.0,46.0,10.0,0.0,0.279,0.351,0.354,0.705,2.6,,,,,,,,,,,,,,,209.385
682,,Rafael Lopez,32647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
683,,David Lough,30528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
684,OGsecondHand,Brandon Lowe,39961.0,105.0,370.0,64.0,84.0,19.0,0.0,25.0,63.0,54.0,8.0,126.0,5.0,1.0,0.227,0.337,0.481,0.818,2.4,57.0,,,,,,,,,,,,,,302.65999999999997
685,,Nate Lowe,40538.0,109.0,385.0,44.0,96.0,13.0,2.0,12.0,51.0,58.0,2.0,121.0,5.0,0.0,0.249,0.349,0.387,0.736,1.1,,,,,,,,,,,,,,,283.36
686,,Jed Lowrie,29074.0,106.0,367.0,48.0,94.0,19.0,0.0,12.0,56.0,41.0,2.0,81.0,0.0,0.0,0.256,0.333,0.406,0.739,0.6,,,,,,,,,,,,,,,271.213
687,,Jonathan Lucroy,30456.0,5.0,14.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.357,0.357,0.429,0.786,0.0,,,,,,,,,,,,,,,11.004000000000001
688,,Ryan Ludwick,5036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
689,,Dawel Lugo,33195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
690,,Jordan Luplow,37580.0,36.0,98.0,12.0,17.0,5.0,0.0,7.0,20.0,21.0,2.0,31.0,0.0,2.0,0.173,0.331,0.439,0.769,0.4,,,,,,,,,,,,,,,75.362
691,,Donald Lutz,32084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
692,,Zach Lutz,30968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
693,Ian Cumsler,Gavin Lux,40423.0,82.0,278.0,39.0,63.0,10.0,3.0,6.0,37.0,31.0,2.0,74.0,3.0,1.0,0.227,0.307,0.349,0.656,1.5,95.0,,,,,,,,,,,,,,182.368
694,,Dixon Machado,31188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
695,,Manny Machado,31097.0,106.0,386.0,71.0,111.0,23.0,2.0,21.0,78.0,47.0,1.0,75.0,9.0,2.0,0.288,0.36,0.521,0.88,4.0,,,,,,,,,,,,,,,339.68
696,,Nick Madrigal,41170.0,54.0,200.0,30.0,61.0,10.0,4.0,2.0,21.0,11.0,3.0,17.0,1.0,2.0,0.305,0.349,0.425,0.774,1.3,,,,,,,,,,,,,,,154.8
697,,Mikie Mahtook,32141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
698,,Mitch Maier,28624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
699,,Luke Maile,33271.0,8.0,19.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,0.211,0.318,0.263,0.581,-0.1,,,,,,,,,,,,,,,11.039
700,,Martin Maldonado,30289.0,81.0,261.0,31.0,48.0,9.0,1.0,8.0,27.0,31.0,4.0,91.0,0.0,0.0,0.184,0.28,0.318,0.598,0.6,,,,,,,,,,,,,,,156.078
701,,Trey Mancini,33351.0,106.0,407.0,59.0,105.0,25.0,1.0,19.0,60.0,36.0,5.0,105.0,0.0,0.0,0.258,0.325,0.464,0.79,1.0,,,,,,,,,,,,,,,321.53000000000003
702,,Manuel Margot,33599.0,86.0,307.0,37.0,79.0,11.0,2.0,9.0,46.0,23.0,0.0,49.0,10.0,5.0,0.257,0.307,0.394,0.701,2.1,,,,,,,,,,,,,,,215.207
703,,Jake Marisnick,31195.0,65.0,128.0,17.0,29.0,6.0,3.0,5.0,22.0,9.0,4.0,43.0,3.0,1.0,0.227,0.294,0.438,0.731,0.4,,,,,,,,,,,,,,,93.568
704,,Nick Markakis,6478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
705,,Chris Marrero,29641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
706,,Deven Marrero,32660.0,4.0,8.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.375,0.375,0.75,1.125,0.1,,,,,,,,,,,,,,,9.0
707,,Lou Marson,29241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
708,,Jefry Marte,31901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
709,¯\_(ツ)_/¯,Ketel Marte,32512.0,44.0,161.0,26.0,56.0,14.0,0.0,4.0,22.0,13.0,1.0,24.0,1.0,0.0,0.348,0.398,0.509,0.907,0.3,44.0,,,,,,,,,,,,,,146.02700000000002
710,Hold The Line,Starling Marte,30830.0,63.0,232.0,52.0,71.0,11.0,1.0,7.0,25.0,32.0,8.0,57.0,22.0,3.0,0.306,0.407,0.453,0.859,2.9,13.0,,,,,,,,,,,,,,199.288
711,,Fernando Martinez,30141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
712,,Jason Martin,33920.0,35.0,77.0,4.0,11.0,2.0,0.0,2.0,5.0,8.0,0.0,23.0,2.0,1.0,0.143,0.224,0.247,0.47,-0.5,,,,,,,,,,,,,,,36.19
713,Kershaw?2,J.D. Martinez,31065.0,107.0,411.0,71.0,118.0,30.0,3.0,21.0,71.0,42.0,1.0,106.0,0.0,0.0,0.287,0.352,0.528,0.88,2.9,75.0,,,,,,,,,,,,,,361.68
714,,Jose Martinez,31275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
715,,Leonys Martin,31588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
716,,Luis Martinez,30975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
717,,Michael Martinez,30986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
718,,Nick Martini,36497.0,12.0,12.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.083,0.2,0.083,0.283,-0.2,,,,,,,,,,,,,,,3.396
719,,Richie Martin,34930.0,5.0,13.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,0.231,0.267,0.308,0.574,0.0,,,,,,,,,,,,,,,7.462
720,,Russell Martin,6390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
721,,Victor Martinez,5007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
722,,Darin Mastroianni,30807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
723,,Jorge Mateo,33832.0,57.0,87.0,10.0,18.0,4.0,0.0,2.0,6.0,2.0,3.0,27.0,5.0,0.0,0.207,0.25,0.322,0.572,0.2,,,,,,,,,,,,,,,49.763999999999996
724,,Joe Mather,29146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
725,,Jeff Mathis,5921.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,,,,,,,,,,,,,,,0.0
726,,Nick Maton,41284.0,48.0,114.0,15.0,30.0,7.0,1.0,2.0,13.0,9.0,2.0,38.0,2.0,0.0,0.263,0.325,0.395,0.72,0.2,,,,,,,,,,,,,,,82.08
727,,Hideki Matsui,5372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
728,,Kazuo Matsui,5876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
729,,Joe Mauer,5378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
730,,Bruce Maxwell,33280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
731,,Justin Maxwell,28896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
732,,John Mayberry,30042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
733,,Cameron Maybin,6455.0,9.0,28.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,1.0,0.0,0.036,0.182,0.036,0.218,-0.3,,,,,,,,,,,,,,,6.104
734,,Jack Mayfield,36418.0,30.0,82.0,11.0,19.0,4.0,0.0,7.0,14.0,3.0,1.0,23.0,1.0,0.0,0.232,0.267,0.537,0.804,0.7,,,,,,,,,,,,,,,65.928
735,,Jacob May,33308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
736,,Edwin Maysonet,29247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
737,,Nomar Mazara,32820.0,50.0,165.0,12.0,35.0,5.0,2.0,3.0,19.0,15.0,0.0,45.0,0.0,0.0,0.212,0.276,0.321,0.597,-0.3,,,,,,,,,,,,,,,98.505
738,,Matt McBride,30794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
739,,Ryan McBroom,35273.0,7.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.25,0.333,0.25,0.583,0.0,,,,,,,,,,,,,,,4.664
740,,Brian McCann,6309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
741,Yelich My Balls,James McCann,32046.0,93.0,288.0,22.0,70.0,9.0,0.0,9.0,34.0,25.0,2.0,86.0,0.0,1.0,0.243,0.307,0.368,0.675,0.7,217.0,,,,,,,,,,,,,,194.4
742,,Chas McCormick,40574.0,72.0,183.0,35.0,46.0,9.0,0.0,11.0,37.0,14.0,3.0,66.0,3.0,1.0,0.251,0.306,0.481,0.787,1.4,,,,,,,,,,,,,,,144.02100000000002
743,,Mike McCoy,30380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
744,SQUEEZE,Andrew McCutchen,28701.0,98.0,329.0,55.0,77.0,13.0,1.0,20.0,58.0,61.0,3.0,92.0,6.0,1.0,0.234,0.353,0.462,0.815,1.4,222.0,,,,,,,,,,,,,,268.135
745,,Darnell McDonald,4616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
746,,John McDonald,4108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
747,,Casey McGehee,29245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
748,,Chris Mcguiness,30879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
749,,Michael McKenry,30529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
750,,Billy McKinney,33196.0,79.0,183.0,24.0,39.0,9.0,2.0,8.0,20.0,18.0,0.0,55.0,2.0,0.0,0.427,0.5640000000000001,0.832,1.395,-0.10.3,,,,,,,,,,,,,,,255.285
751,,Zach McKinstry,38420.0,58.0,157.0,19.0,34.0,9.0,0.0,7.0,29.0,10.0,1.0,49.0,1.0,1.0,0.217,0.265,0.408,0.672,-0.6,,,,,,,,,,,,,,,105.504
752,,Nate McLouth,6220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
753,Dookie Butts,Ryan McMahon,33247.0,104.0,365.0,64.0,97.0,21.0,1.0,18.0,58.0,40.0,2.0,106.0,4.0,2.0,0.266,0.338,0.477,0.815,3.8,224.0,,,,,,,,,,,,,,297.47499999999997
754,BallSachs,Jeff McNeil,33900.0,73.0,236.0,29.0,63.0,12.0,0.0,6.0,25.0,21.0,7.0,35.0,2.0,0.0,0.267,0.345,0.394,0.739,1.7,91.0,,,,,,,,,,,,,,174.404
755,BallSachs,Austin Meadows,33197.0,103.0,385.0,62.0,93.0,25.0,1.0,21.0,77.0,47.0,5.0,99.0,3.0,2.0,0.242,0.328,0.475,0.803,1.8,31.0,,,,,,,,,,,,,,309.15500000000003
756,,Tommy Medica,32882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
757,,Francisco Mejia,33248.0,61.0,174.0,22.0,46.0,10.0,3.0,5.0,23.0,12.0,6.0,38.0,0.0,0.0,0.264,0.332,0.443,0.774,1.3,,,,,,,,,,,,,,,134.67600000000002
758,,Seth Mejias-Brean,32800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
759,,Danny Mendick,40393.0,58.0,128.0,13.0,25.0,3.0,0.0,2.0,19.0,18.0,2.0,37.0,0.0,1.0,0.195,0.302,0.266,0.568,-0.1,,,,,,,,,,,,,,,72.704
760,,Oscar Mercado,35170.0,32.0,92.0,12.0,21.0,4.0,1.0,2.0,7.0,10.0,0.0,18.0,3.0,1.0,0.228,0.304,0.359,0.663,0.6,,,,,,,,,,,,,,,60.996
761,,Jordy Mercer,30687.0,37.0,86.0,10.0,23.0,5.0,0.0,1.0,4.0,6.0,0.0,22.0,0.0,0.0,0.267,0.315,0.36,0.676,0.4,,,,,,,,,,,,,,,58.136
762,,Yermin Mercedes,36148.0,68.0,240.0,26.0,65.0,9.0,1.0,7.0,37.0,20.0,1.0,46.0,0.0,1.0,0.271,0.328,0.404,0.732,0.6,,,,,,,,,,,,,,,175.68
763,SQUEEZE,Whit Merrifield,32422.0,111.0,443.0,60.0,118.0,24.0,2.0,8.0,54.0,31.0,3.0,70.0,31.0,1.0,0.266,0.313,0.384,0.697,2.3,28.0,,,,,,,,,,,,,,308.77099999999996
764,,Melky Mesa,31022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
765,,Devin Mesoraco,29950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
766,,Will Middlebrooks,31232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
767,,Aaron Miles,5795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
768,,Brad Miller,32206.0,92.0,206.0,35.0,47.0,4.0,2.0,12.0,32.0,27.0,0.0,73.0,3.0,0.0,0.228,0.318,0.442,0.759,0.2,,,,,,,,,,,,,,,156.354
769,,Lastings Milledge,6477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
770,,Yadier Molina,5986.0,85.0,308.0,28.0,77.0,14.0,0.0,8.0,45.0,20.0,1.0,54.0,3.0,0.0,0.25,0.296,0.373,0.669,1.0,,,,,,,,,,,,,,,206.05200000000002
771,Yelich My Balls,Yoan Moncada,33984.0,104.0,367.0,51.0,93.0,20.0,1.0,10.0,49.0,63.0,6.0,115.0,3.0,2.0,0.253,0.37,0.395,0.765,2.8,24.0,,,,,,,,,,,,,,280.755
772,¯\_(ツ)_/¯,Adalberto Mondesi,32821.0,10.0,36.0,6.0,13.0,5.0,0.0,4.0,9.0,1.0,0.0,11.0,1.0,1.0,0.361,0.378,0.833,1.212,0.6,5.0,,,,,,,,,,,,,,43.632
773,,Mickey Moniak,36181.0,12.0,26.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,13.0,0.0,0.0,0.115,0.207,0.231,0.438,-0.2,,,,,,,,,,,,,,,11.388
774,,Jesus Montero,29448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
775,,Miguel Montero,28586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
776,,Adam Moore,29491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
777,Yelich My Balls,Dylan Moore,40593.0,87.0,256.0,31.0,47.0,10.0,1.0,10.0,36.0,30.0,4.0,91.0,17.0,3.0,0.184,0.278,0.348,0.626,0.4,120.0,,,,,,,,,,,,,,160.256
778,,Scott Moore,28589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
779,,Tyler Moore,30635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
780,,Kendrys Morales,6188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
781,,Melvin Mora,4078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
782,,Colin Moran,33200.0,52.0,165.0,11.0,45.0,10.0,0.0,4.0,23.0,15.0,2.0,49.0,1.0,0.0,0.273,0.339,0.406,0.745,-0.1,,,,,,,,,,,,,,,122.925
783,,Brent Morel,30601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
784,,Mitch Moreland,30452.0,69.0,191.0,21.0,43.0,9.0,0.0,7.0,24.0,16.0,1.0,54.0,0.0,0.0,0.225,0.284,0.382,0.667,-0.2,,,,,,,,,,,,,,,127.397
785,,Nyjer Morgan,28885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
786,,Justin Morneau,5379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
787,,Max Moroff,34058.0,6.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.063,0.063,0.063,0.125,-0.3,,,,,,,,,,,,,,,2.0
788,,Logan Morrison,30536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
789,,Michael Morse,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
790,,Brandon Moss,28844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
791,,Taylor Motter,32715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
792,Kershaw?2,Ryan Mountcastle,34940.0,101.0,367.0,49.0,97.0,19.0,1.0,19.0,63.0,23.0,3.0,109.0,4.0,3.0,0.264,0.308,0.477,0.785,0.4,157.0,,,,,,,,,,,,,,288.095
793,AGS,Mike Moustakas,29999.0,33.0,95.0,17.0,24.0,8.0,0.0,4.0,15.0,14.0,2.0,20.0,0.0,0.0,0.253,0.351,0.463,0.814,0.4,92.0,,,,,,,,,,,,,,77.33
794,,Steven Moya,32257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
795,,Cedric Mullins,35578.0,108.0,415.0,65.0,133.0,28.0,4.0,20.0,40.0,39.0,6.0,86.0,21.0,7.0,0.32,0.384,0.552,0.936,4.5,,,,,,,,,,,,,,,388.44
796,Dookie Butts,Max Muncy,33303.0,95.0,324.0,64.0,89.0,19.0,1.0,22.0,64.0,65.0,8.0,73.0,2.0,0.0,0.275,0.408,0.543,0.951,5.0,56.0,,,,,,,,,,,,,,308.12399999999997
797,,Yairo Munoz,33828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
798,,David Murphy,28582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
799,,Daniel Murphy,29200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
800,,John Ryan Murphy,31477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
